Origin,Destination,Value
Argentina,Chile,0
Argentina,Costa Rica,0
Argentina,Ecuador,0
Argentina,France,0
Argentina,Germany,14
Argentina,Greece,0
Argentina,Israel,0
Argentina,Italy,0
Argentina,Liechtenstein,0
Argentina,Mexico,0
Argentina,Netherlands,5
Argentina,Panama,0
Argentina,Peru,0
Argentina,Spain,0
Argentina,Sweden,0
Argentina,Switzerland,0
Argentina,United Kingdom,0
Argentina,United States of America,55
Argentina,Uruguay,0
Armenia,Argentina,78
Armenia,Australia,0
Armenia,Austria,692
Armenia,Azerbaijan,0
Armenia,Belarus,0
Armenia,Belgium,127
Armenia,Brazil,0
Armenia,Bulgaria,15
Armenia,Canada,85
Armenia,Costa Rica,0
Armenia,Croatia,0
Armenia,Cyprus,26
Armenia,Czech Rep.,69
Armenia,Denmark,70
Armenia,Ecuador,0
Armenia,Estonia,0
Armenia,Finland,0
Armenia,France,4113
Armenia,Georgia,0
Armenia,Germany,2038
Armenia,Greece,11
Armenia,Hungary,47
Armenia,Iceland,0
Armenia,Ireland,11
Armenia,Israel,0
Armenia,Italy,289
Armenia,Lebanon,0
Armenia,Liechtenstein,8
Armenia,Lithuania,0
Armenia,Luxembourg,6
Armenia,Malta,0
Armenia,Netherlands,416
Armenia,Norway,0
Armenia,Panama,0
Armenia,Peru,0
Armenia,Philippines,0
Armenia,Poland,78
Armenia,Portugal,0
Armenia,Rep. of Korea,0
Armenia,Rep. of Moldova,19
Armenia,Romania,0
Armenia,Russian Federation,0
Armenia,Slovakia,34
Armenia,Spain,23
Armenia,Sweden,474
Armenia,Switzerland,132
Armenia,Ukraine,192
Armenia,United Kingdom,50
Armenia,United States of America,1663
Australia,Austria,0
Australia,Brazil,0
Australia,Canada,0
Australia,Costa Rica,0
Australia,Germany,0
Australia,Greece,0
Australia,Italy,0
Australia,Sweden,0
Australia,United Kingdom,0
Australia,United States of America,0
Austria,Australia,0
Austria,Canada,0
Austria,France,0
Austria,Germany,0
Austria,Israel,0
Austria,Panama,0
Austria,Switzerland,0
Austria,United States of America,0
Azerbaijan,Armenia,2034
Azerbaijan,Australia,9
Azerbaijan,Austria,323
Azerbaijan,Azerbaijan,0
Azerbaijan,Belarus,5
Azerbaijan,Belgium,75
Azerbaijan,Bosnia and Herzegovina,0
Azerbaijan,Bulgaria,0
Azerbaijan,Canada,297
Azerbaijan,Croatia,5
Azerbaijan,Cyprus,0
Azerbaijan,Czech Rep.,31
Azerbaijan,Denmark,50
Azerbaijan,Ecuador,0
Azerbaijan,Egypt,0
Azerbaijan,Estonia,0
Azerbaijan,Finland,43
Azerbaijan,France,2916
Azerbaijan,Georgia,6
Azerbaijan,Germany,3313
Azerbaijan,Greece,0
Azerbaijan,Hungary,16
Azerbaijan,Iceland,0
Azerbaijan,Ireland,15
Azerbaijan,Israel,0
Azerbaijan,Italy,62
Azerbaijan,Latvia,6
Azerbaijan,Lithuania,12
Azerbaijan,Luxembourg,15
Azerbaijan,Morocco,0
Azerbaijan,Netherlands,253
Azerbaijan,Nicaragua,0
Azerbaijan,Norway,46
Azerbaijan,Poland,0
Azerbaijan,Rep. of Korea,0
Azerbaijan,Rep. of Moldova,0
Azerbaijan,Russian Federation,15
Azerbaijan,Spain,32
Azerbaijan,Sweden,685
Azerbaijan,Switzerland,80
Azerbaijan,Turkey,0
Azerbaijan,Turkmenistan,8
Azerbaijan,Ukraine,149
Azerbaijan,United Kingdom,79
Azerbaijan,United States of America,298
Azerbaijan,Uzbekistan,0
Bahamas,Canada,194
Bahamas,Germany,0
Bahamas,Italy,0
Bahamas,Sweden,0
Bahamas,United Kingdom,0
Bahamas,United States of America,179
Bahrain,Australia,97
Bahrain,Brazil,0
Bahrain,Canada,46
Bahrain,Denmark,0
Bahrain,France,6
Bahrain,Georgia,0
Bahrain,Germany,73
Bahrain,Iraq,0
Bahrain,Ireland,0
Bahrain,Italy,0
Bahrain,Lebanon,27
Bahrain,Netherlands,0
Bahrain,New Zealand,24
Bahrain,Sweden,15
Bahrain,Switzerland,0
Bahrain,Syrian Arab Rep.,0
Bahrain,Thailand,0
Bahrain,Turkey,0
Bahrain,United Kingdom,154
Bahrain,United States of America,45
Bangladesh,Argentina,5
Bangladesh,Australia,434
Bangladesh,Austria,276
Bangladesh,Belarus,0
Bangladesh,Belgium,18
Bangladesh,Bosnia and Herzegovina,0
Bangladesh,Brazil,10
Bangladesh,Bulgaria,8
Bangladesh,Canada,905
Bangladesh,Chile,0
Bangladesh,China,0
Bangladesh,"China, Hong Kong SAR",0
Bangladesh,Costa Rica,0
Bangladesh,Croatia,0
Bangladesh,Cyprus,0
Bangladesh,Czech Rep.,0
Bangladesh,Denmark,20
Bangladesh,Ecuador,0
Bangladesh,Egypt,0
Bangladesh,Estonia,0
Bangladesh,Finland,22
Bangladesh,France,5160
Bangladesh,Georgia,0
Bangladesh,Germany,589
Bangladesh,Greece,244
Bangladesh,Hungary,9
Bangladesh,Iceland,0
Bangladesh,Indonesia,0
Bangladesh,Iraq,0
Bangladesh,Ireland,30
Bangladesh,Italy,5671
Bangladesh,Jamaica,0
Bangladesh,Japan,27
Bangladesh,Jordan,0
Bangladesh,Lebanon,0
Bangladesh,Liechtenstein,0
Bangladesh,Luxembourg,0
Bangladesh,Malaysia,27
Bangladesh,Malta,8
Bangladesh,Mexico,0
Bangladesh,Namibia,0
Bangladesh,Nauru,9
Bangladesh,Nepal,12
Bangladesh,Netherlands,40
Bangladesh,New Zealand,7
Bangladesh,Norway,10
Bangladesh,Pakistan,0
Bangladesh,Panama,0
Bangladesh,Papua New Guinea,20
Bangladesh,Peru,20
Bangladesh,Philippines,0
Bangladesh,Poland,7
Bangladesh,Portugal,0
Bangladesh,Rep. of Korea,98
Bangladesh,Romania,0
Bangladesh,Russian Federation,5
Bangladesh,Slovakia,0
Bangladesh,Somalia,6
Bangladesh,South Africa,319
Bangladesh,Spain,20
Bangladesh,Suriname,0
Bangladesh,Sweden,229
Bangladesh,Switzerland,62
Bangladesh,Syrian Arab Rep.,0
Bangladesh,Thailand,0
Bangladesh,Trinidad and Tobago,10
Bangladesh,Turkey,0
Bangladesh,Ukraine,0
Bangladesh,United Kingdom,1170
Bangladesh,United States of America,1248
Bangladesh,Yemen,0
Barbados,Brazil,0
Barbados,Canada,167
Barbados,Germany,0
Barbados,Ireland,0
Barbados,Sweden,0
Barbados,United Kingdom,0
Barbados,United States of America,0
Belarus,Argentina,0
Belarus,Australia,7
Belarus,Austria,82
Belarus,Barbados,0
Belarus,Belgium,41
Belarus,Brazil,0
Belarus,Bulgaria,0
Belarus,Canada,95
Belarus,Chile,0
Belarus,Costa Rica,0
Belarus,Croatia,0
Belarus,Cyprus,0
Belarus,Czech Rep.,364
Belarus,CÌ«te d'Ivoire,0
Belarus,Denmark,0
Belarus,Ecuador,0
Belarus,Estonia,7
Belarus,Finland,13
Belarus,France,514
Belarus,Georgia,0
Belarus,Germany,179
Belarus,Greece,5
Belarus,Iceland,0
Belarus,Ireland,43
Belarus,Israel,0
Belarus,Italy,34
Belarus,Jordan,0
Belarus,Latvia,7
Belarus,Liechtenstein,0
Belarus,Lithuania,35
Belarus,Luxembourg,7
Belarus,Malta,9
Belarus,Montenegro,0
Belarus,Netherlands,61
Belarus,New Zealand,0
Belarus,Norway,6
Belarus,Panama,7
Belarus,Peru,0
Belarus,Poland,187
Belarus,Portugal,17
Belarus,Rep. of Moldova,0
Belarus,Romania,0
Belarus,Russian Federation,0
Belarus,Spain,15
Belarus,Sweden,134
Belarus,Switzerland,43
Belarus,Ukraine,26
Belarus,United Kingdom,160
Belarus,United States of America,1537
Belarus,Uruguay,0
Belgium,Brazil,0
Belgium,Canada,14
Belgium,Germany,6
Belgium,Rwanda,0
Belgium,Sweden,0
Belgium,United States of America,32
Belize,Brazil,0
Belize,Canada,16
Belize,Germany,0
Belize,Guatemala,0
Belize,Mexico,0
Belize,United Kingdom,0
Belize,United States of America,43
Benin,Algeria,0
Benin,Argentina,0
Benin,Australia,0
Benin,Austria,0
Benin,Belgium,30
Benin,Brazil,0
Benin,Burundi,0
Benin,Canada,54
Benin,Chad,0
Benin,China,0
Benin,Colombia,0
Benin,CÌ«te d'Ivoire,0
Benin,Denmark,0
Benin,Ecuador,0
Benin,Egypt,0
Benin,Estonia,0
Benin,Finland,0
Benin,France,36
Benin,Germany,73
Benin,Ghana,0
Benin,Ireland,0
Benin,Israel,0
Benin,Italy,228
Benin,Lebanon,0
Benin,Luxembourg,0
Benin,Mauritania,0
Benin,Mexico,0
Benin,Morocco,0
Benin,Netherlands,6
Benin,Nigeria,0
Benin,Norway,0
Benin,Rep. of Korea,0
Benin,Senegal,0
Benin,Slovakia,0
Benin,Spain,0
Benin,Sweden,5
Benin,Switzerland,22
Benin,Togo,0
Benin,Turkey,0
Benin,United Kingdom,6
Benin,United States of America,97
Benin,Uruguay,0
Bhutan,Australia,0
Bhutan,Austria,0
Bhutan,Belgium,0
Bhutan,Brazil,30
Bhutan,Canada,7
Bhutan,Denmark,0
Bhutan,France,117
Bhutan,Germany,21
Bhutan,Greece,0
Bhutan,Ireland,10
Bhutan,Italy,0
Bhutan,Luxembourg,0
Bhutan,Malaysia,0
Bhutan,Nepal,7422
Bhutan,Netherlands,185
Bhutan,Norway,0
Bhutan,Poland,0
Bhutan,Spain,0
Bhutan,Sweden,8
Bhutan,Switzerland,0
Bhutan,United Kingdom,86
Bhutan,United States of America,43
Bolivia (Plurinational State of),Argentina,0
Bolivia (Plurinational State of),Austria,11
Bolivia (Plurinational State of),Belgium,0
Bolivia (Plurinational State of),Brazil,153
Bolivia (Plurinational State of),Canada,50
Bolivia (Plurinational State of),Chile,0
Bolivia (Plurinational State of),Colombia,0
Bolivia (Plurinational State of),Costa Rica,0
Bolivia (Plurinational State of),Ecuador,0
Bolivia (Plurinational State of),Finland,0
Bolivia (Plurinational State of),France,36
Bolivia (Plurinational State of),Germany,8
Bolivia (Plurinational State of),Greece,0
Bolivia (Plurinational State of),Guatemala,0
Bolivia (Plurinational State of),Ireland,7
Bolivia (Plurinational State of),Italy,13
Bolivia (Plurinational State of),Mexico,0
Bolivia (Plurinational State of),New Zealand,0
Bolivia (Plurinational State of),Panama,0
Bolivia (Plurinational State of),Paraguay,17
Bolivia (Plurinational State of),Peru,9
Bolivia (Plurinational State of),Spain,9
Bolivia (Plurinational State of),Sweden,64
Bolivia (Plurinational State of),Switzerland,0
Bolivia (Plurinational State of),United Kingdom,15
Bolivia (Plurinational State of),United States of America,113
Bolivia (Plurinational State of),Uruguay,0
Bosnia and Herzegovina,Argentina,6
Bosnia and Herzegovina,Australia,0
Bosnia and Herzegovina,Austria,117
Bosnia and Herzegovina,Belgium,50
Bosnia and Herzegovina,Bosnia and Herzegovina,0
Bosnia and Herzegovina,Brazil,0
Bosnia and Herzegovina,Canada,35
Bosnia and Herzegovina,Croatia,37
Bosnia and Herzegovina,Cyprus,15
Bosnia and Herzegovina,Czech Rep.,13
Bosnia and Herzegovina,Denmark,5
Bosnia and Herzegovina,Ecuador,0
Bosnia and Herzegovina,Finland,0
Bosnia and Herzegovina,France,4085
Bosnia and Herzegovina,Germany,1478
Bosnia and Herzegovina,Greece,0
Bosnia and Herzegovina,Hungary,0
Bosnia and Herzegovina,Iceland,0
Bosnia and Herzegovina,India,0
Bosnia and Herzegovina,Ireland,14
Bosnia and Herzegovina,Italy,618
Bosnia and Herzegovina,Jordan,10
Bosnia and Herzegovina,Lebanon,0
Bosnia and Herzegovina,Liechtenstein,0
Bosnia and Herzegovina,Luxembourg,7
Bosnia and Herzegovina,Montenegro,29
Bosnia and Herzegovina,Morocco,0
Bosnia and Herzegovina,Netherlands,5
Bosnia and Herzegovina,Norway,7
Bosnia and Herzegovina,Panama,0
Bosnia and Herzegovina,Peru,5
Bosnia and Herzegovina,Portugal,11
Bosnia and Herzegovina,Rep. of Korea,0
Bosnia and Herzegovina,Romania,0
Bosnia and Herzegovina,Russian Federation,0
Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),8764
Bosnia and Herzegovina,Slovakia,36
Bosnia and Herzegovina,Slovenia,8
Bosnia and Herzegovina,Spain,0
Bosnia and Herzegovina,Sweden,160
Bosnia and Herzegovina,Switzerland,2026
Bosnia and Herzegovina,Ukraine,0
Bosnia and Herzegovina,United Kingdom,27
Bosnia and Herzegovina,United States of America,101
Botswana,Australia,0
Botswana,Canada,255
Botswana,Czech Rep.,0
Botswana,France,0
Botswana,Germany,5
Botswana,Greece,0
Botswana,Ireland,0
Botswana,Israel,0
Botswana,Italy,0
Botswana,Netherlands,0
Botswana,Sweden,0
Botswana,United Kingdom,19
Botswana,United States of America,0
Botswana,Zimbabwe,0
Brazil,Argentina,0
Brazil,Australia,0
Brazil,Austria,0
Brazil,Belgium,0
Brazil,Canada,64
Brazil,Costa Rica,0
Brazil,Denmark,0
Brazil,Ecuador,0
Brazil,Finland,0
Brazil,France,12
Brazil,Germany,32
Brazil,Greece,0
Brazil,Ireland,0
Brazil,Israel,0
Brazil,Italy,100
Brazil,Jordan,0
Brazil,Malawi,0
Brazil,Malta,0
Brazil,Mexico,0
Brazil,Netherlands,0
Brazil,New Zealand,0
Brazil,Panama,0
Brazil,Peru,0
Brazil,Rep. of Korea,0
Brazil,Spain,0
Brazil,Sweden,8
Brazil,Switzerland,14
Brazil,United Kingdom,13
Brazil,United States of America,593
Brazil,Uruguay,0
Brunei Darussalam,Australia,0
Brunei Darussalam,Switzerland,0
Brunei Darussalam,United States of America,0
Bulgaria,Argentina,0
Bulgaria,Australia,0
Bulgaria,Austria,0
Bulgaria,Belgium,14
Bulgaria,Brazil,0
Bulgaria,Canada,135
Bulgaria,Costa Rica,0
Bulgaria,Cyprus,0
Bulgaria,Czech Rep.,16
Bulgaria,Denmark,0
Bulgaria,Finland,0
Bulgaria,France,71
Bulgaria,Germany,82
Bulgaria,Greece,0
Bulgaria,Israel,0
Bulgaria,Lebanon,0
Bulgaria,Norway,13
Bulgaria,Peru,0
Bulgaria,Rep. of Korea,0
Bulgaria,Russian Federation,0
Bulgaria,Slovakia,8
Bulgaria,Spain,0
Bulgaria,Sweden,16
Bulgaria,Switzerland,9
Bulgaria,Ukraine,0
Bulgaria,United States of America,352
Burkina Faso,Algeria,0
Burkina Faso,Argentina,0
Burkina Faso,Australia,0
Burkina Faso,Austria,9
Burkina Faso,Belgium,76
Burkina Faso,Benin,0
Burkina Faso,Brazil,0
Burkina Faso,Bulgaria,0
Burkina Faso,Burkina Faso,0
Burkina Faso,Cameroon,0
Burkina Faso,Canada,95
Burkina Faso,Chad,0
Burkina Faso,Costa Rica,0
Burkina Faso,Cyprus,0
Burkina Faso,Czech Rep.,0
Burkina Faso,CÌ«te d'Ivoire,0
Burkina Faso,Denmark,0
Burkina Faso,Ecuador,0
Burkina Faso,Egypt,0
Burkina Faso,Finland,0
Burkina Faso,France,193
Burkina Faso,Germany,72
Burkina Faso,Ghana,0
Burkina Faso,Greece,14
Burkina Faso,Hungary,0
Burkina Faso,Ireland,0
Burkina Faso,Israel,0
Burkina Faso,Italy,1014
Burkina Faso,Jordan,0
Burkina Faso,Kenya,0
Burkina Faso,Lebanon,0
Burkina Faso,Liberia,0
Burkina Faso,Luxembourg,0
Burkina Faso,Malta,0
Burkina Faso,Morocco,0
Burkina Faso,Netherlands,14
Burkina Faso,Norway,5
Burkina Faso,Panama,0
Burkina Faso,Poland,0
Burkina Faso,Rep. of Korea,0
Burkina Faso,Russian Federation,0
Burkina Faso,Senegal,0
Burkina Faso,Spain,0
Burkina Faso,Sweden,0
Burkina Faso,Switzerland,19
Burkina Faso,Syrian Arab Rep.,0
Burkina Faso,Togo,0
Burkina Faso,Turkey,0
Burkina Faso,Ukraine,0
Burkina Faso,United Kingdom,5
Burkina Faso,United States of America,1163
Burundi,Algeria,0
Burundi,Angola,9
Burundi,Argentina,0
Burundi,Australia,50
Burundi,Austria,16
Burundi,Belgium,454
Burundi,Benin,5
Burundi,Botswana,46
Burundi,Brazil,39
Burundi,Bulgaria,0
Burundi,Burkina Faso,30
Burundi,Burundi,0
Burundi,Cameroon,60
Burundi,Canada,2022
Burundi,Central African Rep.,24
Burundi,Chad,0
Burundi,China,5
Burundi,"China, Hong Kong SAR",0
Burundi,Congo,98
Burundi,Cyprus,0
Burundi,Czech Rep.,0
Burundi,CÌ«te d'Ivoire,34
Burundi,Dem. Rep. of the Congo,44450
Burundi,Denmark,5
Burundi,Djibouti,0
Burundi,Ecuador,0
Burundi,Egypt,24
Burundi,Ethiopia,58
Burundi,Finland,5
Burundi,France,607
Burundi,Gabon,8
Burundi,Germany,90
Burundi,Ghana,10
Burundi,Greece,18
Burundi,Guinea,0
Burundi,Guinea-Bissau,11
Burundi,India,0
Burundi,Ireland,25
Burundi,Israel,0
Burundi,Italy,19
Burundi,Japan,8
Burundi,Kazakhstan,0
Burundi,Kenya,1902
Burundi,Lesotho,0
Burundi,Luxembourg,0
Burundi,Madagascar,0
Burundi,Malawi,1649
Burundi,Mali,7
Burundi,Mauritania,0
Burundi,Mexico,0
Burundi,Morocco,0
Burundi,Mozambique,982
Burundi,Namibia,275
Burundi,Netherlands,236
Burundi,Niger,0
Burundi,Norway,74
Burundi,Philippines,10
Burundi,Rep. of Korea,18
Burundi,Romania,6
Burundi,Rwanda,88209
Burundi,Senegal,55
Burundi,Serbia and Kosovo (S/RES/1244 (1999)),0
Burundi,Slovakia,0
Burundi,South Africa,3000
Burundi,South Sudan,0
Burundi,Spain,0
Burundi,Sudan,15
Burundi,Swaziland,160
Burundi,Sweden,200
Burundi,Switzerland,84
Burundi,Thailand,0
Burundi,Togo,0
Burundi,Tunisia,0
Burundi,Turkey,6
Burundi,Uganda,38245
Burundi,Ukraine,6
Burundi,United Kingdom,48
Burundi,United Rep. of Tanzania,251227
Burundi,United States of America,747
Burundi,Venezuela (Bolivarian Republic of),0
Burundi,Zambia,3267
Burundi,Zimbabwe,622
Cabo Verde,Argentina,0
Cabo Verde,Austria,0
Cabo Verde,Brazil,0
Cabo Verde,France,0
Cabo Verde,Germany,0
Cabo Verde,Italy,0
Cabo Verde,Sweden,0
Cabo Verde,Switzerland,0
Cabo Verde,United Kingdom,0
Cabo Verde,United States of America,0
Cambodia,Australia,31
Cambodia,Austria,0
Cambodia,Belgium,8
Cambodia,Cameroon,0
Cambodia,Canada,71
Cambodia,CÌ«te d'Ivoire,0
Cambodia,Ecuador,0
Cambodia,Finland,0
Cambodia,France,11361
Cambodia,Germany,27
Cambodia,Italy,0
Cambodia,Japan,0
Cambodia,Malaysia,71
Cambodia,Netherlands,17
Cambodia,New Zealand,0
Cambodia,Norway,0
Cambodia,Philippines,0
Cambodia,Rep. of Korea,0
Cambodia,Slovakia,0
Cambodia,Sweden,0
Cambodia,Switzerland,322
Cambodia,Thailand,166
Cambodia,Turkey,0
Cambodia,Ukraine,0
Cambodia,United Kingdom,0
Cambodia,United States of America,139
Cameroon,Algeria,16
Cameroon,Angola,0
Cameroon,Argentina,6
Cameroon,Armenia,0
Cameroon,Australia,42
Cameroon,Austria,233
Cameroon,Belgium,404
Cameroon,Benin,0
Cameroon,Bolivia (Plurinational State of),0
Cameroon,Bosnia and Herzegovina,0
Cameroon,Brazil,56
Cameroon,Bulgaria,0
Cameroon,Burkina Faso,6
Cameroon,Cameroon,0
Cameroon,Canada,1039
Cameroon,Central African Rep.,0
Cameroon,Chad,11
Cameroon,Chile,0
Cameroon,China,0
Cameroon,"China, Macao SAR",0
Cameroon,Colombia,0
Cameroon,Congo,0
Cameroon,Costa Rica,0
Cameroon,Croatia,0
Cameroon,Cyprus,32
Cameroon,Czech Rep.,6
Cameroon,CÌ«te d'Ivoire,0
Cameroon,Dem. Rep. of the Congo,0
Cameroon,Denmark,6
Cameroon,Djibouti,0
Cameroon,Ecuador,0
Cameroon,Egypt,5
Cameroon,Ethiopia,0
Cameroon,Finland,90
Cameroon,France,1041
